电影名称,评论者,评分等级,评论日期,点赞数,评论内容
阿基拉,乐马斯,推荐, 2021-12-15 16:08:10 ,1,惊了我竟然没有标注……在毕业前夕在宿舍和同学一起看了4K修复版，电影版还是太过匆匆，建议剧情党可以看漫画，但是既然我们谈的是动画，就不可避免要强调其作画/演出等等，JOJO剧情不也平淡如水吗……akira只是当年解构人类中心和机械理性的icon之一罢了，而如今它早已去批判性成为了平平无奇流行符号罢了，尘归尘，土归土
阿基拉,徐若风,推荐, 2019-06-18 18:23:43 ,5,炸裂而出的2019平行宇宙，疯狂混乱的末世，少点中二也许会五星。
阿基拉,初音求官者,力荐, 2020-04-17 23:24:43 ,3,8.9分，无政府主义类型电影。导演想讲的太多，但是电影时长有限，因此显得中心思想不明确，许多人物一带而过，如果拍成TⅤ估计会更好。电影最主要想表达的还是人类对过度开发科学结果科技失控的恐惧感。在那个年代电影够cult。
阿基拉,西楼尘,还行, 2020-09-13 18:59:12 ,5,巨大的灾厄里，忽然浮现出美好的回忆。彼时用于实验的孩子还没有变得皱巴巴，东京奥运将成功举办，少年们在街头飙车，彼此点一点头，世界充满了生机。可是能够毁灭一切的力量，也是发生在瞬间。越是探究宇宙诞生和人类进化所需的力量，就越会陷入阿基拉的魔咒。灾厄总有一天会降临，或许已经开始了呢。
阿基拉,蕉,推荐, 2013-09-24 21:01:53 ,2,已经滋生了‘只想看手机还停留在按键时代的片子’这种奇葩审美观了...末日题材和天马行空的毁灭场景特别像豆瓣红人史悲的作品
阿基拉,KafYa,推荐, 2020-08-04 19:49:57 ,3,此刻已是2020年，奥运会果真停办，摧毁已是常态，而我们依旧没有找到重建的依据。
阿基拉,苏黎世的列车,力荐, 2021-08-14 23:40:44 ,0,剧情有待斟酌，但这是上世纪八十年代的电影，即使放到现在，也难以掩其锋芒，尤其是影片传达出的超前想象力和世界观，尤其里面关于东京奥运会等等神奇的预言，现在看来，好莱坞很多科幻大片在这部动画面前都是弟弟。配乐好评，有时候会想，无论是碳基生物还是宇宙星辰，或许只是能量的不同形态而已，人类是这个星球上最高智慧的生物，但或许智慧不过是文明的一瞬，文明不过是宇宙苍穹的一瞬，最终都无法弥留。
阿基拉,Ruler,力荐, 2020-02-22 02:31:11 ,1,比肩GIS的神作 核心思想同样值得细细品味消化 80年代东瀛风浓郁的未来反乌托邦幻想 虽不及后代作品的前卫 整体昭和气息很重 但不妨碍对整个背景设定的构建很有代入感 背景铺垫后的推翻将毁灭的核心演绎得宏大伟岸 /铁雄在病房中初次面对玩偶的互动算是我从小一个梦魇的速写：身临之物于无穷大与无穷小之间的转换 作为个体感受到自身的渺小与无助 生命体于世之存在感 太奇妙了
阿基拉,圈圈儿,还行, 2019-06-27 01:46:14 ,6,剧情我真的不知所语...但是画面设计想象力之丰富完全被震撼到。比如布偶组成的巨大布偶，房间的坍缩。尤其是最后肉体膨胀的那一段，很多日漫都爱用身体的变形和吸入其他生命体，恶魔人里也有，算是末日设定中人类变异变形的一种表现形式。这种变异-杀死他人-共同灭亡显得人类的各种形态都如此渺小。
阿基拉,楼梯,推荐, 2012-02-23 13:47:44 ,3,大友克洋的经典作品，1988年的想象力还是很令人动容的
阿基拉,朱锁,推荐, 2021-01-19 19:09:43 ,1,"1.阿基拉到底是什么？
2.为什么又是日本高中生在惹是生非？
3.阿婷那个组织是干什么的？
4.是什么原因吸引军方对阿基拉的研究？
5.阿基拉为什么会爆炸💥？
6.是什么原因铁雄有了阿基拉的力量？仅仅是因为飙车摔倒了？
总结陈词：动机不足，缺乏合理。
好像不少的剧情漏洞，对于路人粉似乎并不太友好。
但好在赛博朋克风确实吸引眼球，加上配乐充满未来感，再然后是那机车实在是非常帅气，尤其是那个急刹车镜头。
BTW，看了些年代有点久远的评论，原来以前的反乌托邦就是现在的赛博朋克。
认真想了想，原来是经过时间的洗礼和商业的运作，好像是赛博朋克逐渐丢失了含有反乌托邦的那个属性。
嗯，这几天某B站油皮主的视频上了首页，增加了不少弱智评论，看了有些生理不适。"
阿基拉,wang2,力荐, 2017-08-13 11:42:01 ,4,看不太懂，eva还有这阿基拉想表达什么鬼，本以为是讽刺政府昏庸无道，akira一伙人是暗喻美国对日本的入侵，超能力是底层人类的突破点，然而看到一半就和政府没什么卵关系了
阿基拉,王大盆,还行, 2019-06-23 17:48:15 ,11,除了开头的一段赛朋简直一无是处，看得我在电影院睡着好几次。最后结局因为太不知所云所以我强烈建议抓大友克洋去戒毒。
阿基拉,[已注销],力荐, 2011-05-25 20:13:24 ,1,金田!!!铁雄!!!!!!!(金田开猪脚光环干翻了铁雄完成大杀特杀)
阿基拉,mate,很差, 2017-04-03 01:31:21 ,15,用两个小时连续不断的鬼叫和爆炸说一个陈腐的道理
阿基拉,kakakaoo,推荐, 2012-08-26 17:51:51 ,5,有些时候豆瓣的评论真是蠢得要死，尤其当遇到一个几乎是纯技术派的监督的时候，各种不是过度解读就是完全贬低的评价简直没法看
阿基拉,杨淇羽,还行, 2023-10-29 23:18:44 ,2,看这部发现不是所有经典都有跨越时空的魅力，比起宫崎骏的森林与人类的关系，没想到科幻题材反而过时感更明显。不论是政府拿儿童进行试验也好，超能力和新技术带人类走向毁灭也好，后面都有太多同类型作品，很多篇幅还比这个长，内容也讲的更丰富细致，就显得这部电影各方势力都只浅浅讲了一点，斗来斗去像小孩过家家。阿基拉本体和阿基拉的力量也就简单交代了一下，结局更是没什么意思，只有试验体崩溃的奇观看起来震撼一些。两个男孩都挺不讨喜的，不明白金田怎么就能代表正义的一方。那个年代的动画都好压抑，但作画是真的不错，城市夜景和车灯现在看起来也很美。
阿基拉,xīn,推荐, 2012-01-22 10:49:44 ,3,对于近未来世界（城市）的想象非常准确 玩具熊兔子汽车变形扭曲的超现实画面颇为惊人 结合配乐营造了一种压抑神秘的氛围
阿基拉,wang2,力荐, 2017-08-13 11:42:01 ,4,看不太懂，eva还有这阿基拉想表达什么鬼，本以为是讽刺政府昏庸无道，akira一伙人是暗喻美国对日本的入侵，超能力是底层人类的突破点，然而看到一半就和政府没什么卵关系了
阿基拉,[已注销],力荐, 2011-05-25 20:13:24 ,1,金田!!!铁雄!!!!!!!(金田开猪脚光环干翻了铁雄完成大杀特杀)
阿基拉,索里提亚,还行, 2018-09-07 22:22:23 ,1,#ucca类人简史# 在日本80年代经济高速发展的时代，大友克洋对科技发展和人类毫无遏制扩张的贪婪欲望的悲观呈现。铁雄就像是伊利丹或阿尔萨斯。跟力量比起来，友情和爱情显得还弱小。在未知且不可掌握的力量面前，个体就像如蝼蚁一般不值一提。意识形态上很激进很反乌托邦，但其实该片没有什么新意，可能我应该考虑一下88年的时代背景？我试图想把尼采的权力意志/锤子哲学和萨特的存在先于本质的理论往上靠。另外，我看到后面越来越感觉像是在看火影或龙珠。以及人物很脸谱化。映后谈的那男的太能扯了....
阿基拉,阿飞,推荐, 2020-04-26 23:03:15 ,1,世界观的宏大恰成了致命之处，为了在两个小时的时长內融入一部剧集的体量，不可避免的在转场和节奏的衔接上显得生硬。指涉和预言都成就了传奇之名，后世的动漫也属实借鉴不少。很好，但不至封神。/@OF-bros
阿基拉,一字千金小可艾,力荐, 2021-09-25 19:36:12 ,1,#BJIFF2021#光影的运用，摩托车从画外驶来，光影改变了画面中角色的位置，还有城市里各种各样的光线，这都是在画纸上一层一层叠起来的啊；人物的动作、摩托车的光线残留、大爆炸时摧毁城市的细节描写、说话口型的逐帧绘画...然而这些全都是手绘出来的，太牛逼了。电影里对“赛博朋克”式城市的描写能看出大友克洋对于未来科技的迷恋，但同时他也对此保持警惕；面对阿基拉的能力，科学家为之着迷冒险实验，民众又将阿基拉奉为神明盲目崇拜，政客借机操弄革命军撰取利益，大友克洋借角色之口断言，只有像儿童般纯洁的心灵，才能驾驭这种原始的力量。阿基拉和2001太空漫游一样，在观影结束后引发观众思考，但愿赛博朋克的预言到此为止
阿基拉,晚不安,力荐, 2020-01-09 01:05:28 ,5,哲学观倒并不强悍，但打造出了一种混乱的壮观，是被伤痛记忆包裹的剧烈撕扯，在灵魂湮灭之际召唤出最良善的本我。出场过场都匆忙，但有种力慢慢聚集，人物最后成为光球。《银翼杀手》的光芒散落下来，抬头看，是废墟上虚张声势的高楼和宫殿，光怪陆离而不堪一击。结尾处，观众已经被一种宗教的圣洁感包围，在肝胆俱裂之前，把身体交还给纯洁的往昔。看见那样的神之图景，任何唯物主义者都会颤抖的。
阿基拉,老阿飞—故园,推荐, 2006-02-20 04:47:42 ,6,推荐的原因仅仅是因为它的制作
阿基拉,乐马斯,推荐, 2021-12-15 16:08:10 ,1,惊了我竟然没有标注……在毕业前夕在宿舍和同学一起看了4K修复版，电影版还是太过匆匆，建议剧情党可以看漫画，但是既然我们谈的是动画，就不可避免要强调其作画/演出等等，JOJO剧情不也平淡如水吗……akira只是当年解构人类中心和机械理性的icon之一罢了，而如今它早已去批判性成为了平平无奇流行符号罢了，尘归尘，土归土
阿基拉,徐若风,推荐, 2019-06-18 18:23:43 ,5,炸裂而出的2019平行宇宙，疯狂混乱的末世，少点中二也许会五星。
阿基拉,蕉,推荐, 2013-09-24 21:01:53 ,2,已经滋生了‘只想看手机还停留在按键时代的片子’这种奇葩审美观了...末日题材和天马行空的毁灭场景特别像豆瓣红人史悲的作品
阿基拉,Fionathepickle,力荐, 2020-03-20 04:35:42 ,2,画作分镜都巨精良. 2020奥运会神预测了:((( 感觉阿基拉里的世界简直就是幻觉般的希望和纯粹的噩梦，但好像现实的世界也差不多是一样的 :(((( 我们都是无助的的蝼蚁慢慢等待毁灭的那一天 现在是真正的2020年，coronavirus is now a pandemic. 全世界都在自求多福中 :((
阿基拉,十方世界,力荐, 2009-08-25 10:45:54 ,0,大友克洋巅峰之作，膨胀的科学社会给与人们的是什么？冰冷的金属和培养瓶再续说这一切
阿基拉,KafYa,推荐, 2020-08-04 19:49:57 ,3,此刻已是2020年，奥运会果真停办，摧毁已是常态，而我们依旧没有找到重建的依据。
阿基拉,楼梯,推荐, 2012-02-23 13:47:44 ,3,大友克洋的经典作品，1988年的想象力还是很令人动容的
阿基拉,朱锁,推荐, 2021-01-19 19:09:43 ,1,"1.阿基拉到底是什么？
2.为什么又是日本高中生在惹是生非？
3.阿婷那个组织是干什么的？
4.是什么原因吸引军方对阿基拉的研究？
5.阿基拉为什么会爆炸💥？
6.是什么原因铁雄有了阿基拉的力量？仅仅是因为飙车摔倒了？
总结陈词：动机不足，缺乏合理。
好像不少的剧情漏洞，对于路人粉似乎并不太友好。
但好在赛博朋克风确实吸引眼球，加上配乐充满未来感，再然后是那机车实在是非常帅气，尤其是那个急刹车镜头。
BTW，看了些年代有点久远的评论，原来以前的反乌托邦就是现在的赛博朋克。
认真想了想，原来是经过时间的洗礼和商业的运作，好像是赛博朋克逐渐丢失了含有反乌托邦的那个属性。
嗯，这几天某B站油皮主的视频上了首页，增加了不少弱智评论，看了有些生理不适。"
阿基拉,Mathematicα,力荐, 2012-02-03 00:27:12 ,2,"敘事節奏極佳，甚至感覺不到「EVA」和「攻殼」中存在的某種隱約的正邪對立的成分，而是直接交織起各方勢力的動機和行動。
“象变形虫这样的东西被赋予人的力量，那后果将会如何？变形虫不会建造房屋和桥梁，他们只会吞噬周围的食物”"
