电影名称,上映日期,评分,评论人数,演员,类型,国家,电影ID,URL
蜘蛛侠3,2007-05-01,7.7,269334,"托比·马奎尔,克斯汀·邓斯特,詹姆斯·弗兰科","动作,科幻,冒险",美国,1418189,https://movie.douban.com/subject/1418189/
X战警2,2003-09-29,7.7,240925,"休·杰克曼,帕特里克·斯图尔特,伊恩·麦克莱恩","动作,科幻,惊悚","美国,加拿大",1305724,https://movie.douban.com/subject/1305724/
X战警3：背水一战,2006-09-08,7.7,238560,"休·杰克曼,哈莉·贝瑞,伊恩·麦克莱恩","动作,科幻,惊悚","美国,加拿大,英国",1401524,https://movie.douban.com/subject/1401524/
闪电侠,2023-06-16,7.7,236010,"埃兹拉·米勒,本·阿弗莱克,迈克尔·基顿","动作,科幻,奇幻,冒险","美国,加拿大,澳大利亚,新西兰",3011317,https://movie.douban.com/subject/3011317/
世界末日,1998-07-01,7.8,83206,"布鲁斯·威利斯,本·阿弗莱克,丽芙·泰勒","科幻,灾难",美国,1292769,https://movie.douban.com/subject/1292769/
霹雳五号,1986-05-09,8.6,14379,"艾丽·西蒂,斯蒂夫·古根伯格,费舍·史蒂芬斯","喜剧,家庭,科幻",美国,1294366,https://movie.douban.com/subject/1294366/
星际宝贝史迪奇,2003-08-25,8.6,14082,"黛维·切斯,克里斯·桑德斯,蒂亚·卡雷尔","喜剧,科幻,动画,冒险,家庭",美国,1401603,https://movie.douban.com/subject/1401603/
时空线索,2007-03-20,7.8,67173,"丹泽尔·华盛顿,宝拉·巴顿,方·基默","动作,科幻,惊悚","美国,英国",1789283,https://movie.douban.com/subject/1789283/
信条,2020-09-04,7.6,756927,"约翰·大卫·华盛顿,罗伯特·帕丁森,伊丽莎白·德比齐","剧情,动作,科幻","美国,英国",30444960,https://movie.douban.com/subject/30444960/
蜘蛛侠：英雄远征,2019-06-28,7.6,610708,"汤姆·赫兰德,赞达亚,杰克·吉伦哈尔","动作,科幻,冒险",美国,26931786,https://movie.douban.com/subject/26931786/
硬核亨利,2015-09-12,7.7,63156,"沙尔托·科普雷,丹尼拉·科兹洛夫斯基,海莉·贝内特","动作,科幻,冒险","俄罗斯,美国,中国大陆",25706773,https://movie.douban.com/subject/25706773/
阿薇尔与虚构世界,2015-11-04,8.1,26733,"玛丽昂·歌迪亚,菲烈·卡特林,让·罗什福尔","科幻,动画,冒险","法国,比利时,加拿大",25821673,https://movie.douban.com/subject/25821673/
博士之日,2013-11-23,9.0,9851,"马特·史密斯,大卫·田纳特,约翰·赫特","剧情,科幻,冒险",英国,23338330,https://movie.douban.com/subject/23338330/
异形4,1997-11-06,7.7,111377,"西格妮·韦弗,薇诺娜·瑞德,多米尼克·皮侬","动作,科幻,恐怖",美国,1299153,https://movie.douban.com/subject/1299153/
雪国列车,2014-03-17,7.6,474038,"克里斯·埃文斯,宋康昊,艾德·哈里斯","剧情,动作,科幻","韩国,捷克",3071441,https://movie.douban.com/subject/3071441/
普罗米修斯,2012-09-02,7.6,394984,"劳米·拉佩斯,迈克尔·法斯宾德,查理兹·塞隆","科幻,惊悚,冒险","美国,英国",3771562,https://movie.douban.com/subject/3771562/
海市蜃楼,2019-03-28,7.6,381524,"阿德里亚娜·乌加特,奇诺·达林,阿尔瓦罗·莫奇","科幻,悬疑,惊悚",西班牙,30164448,https://movie.douban.com/subject/30164448/
僵尸世界大战,2013-06-02,7.6,321744,"布拉德·皮特,米瑞·伊诺丝,马修·福克斯","动作,科幻,恐怖","美国,英国,马耳他",2132473,https://movie.douban.com/subject/2132473/
汉江怪物,2007-03-06,7.6,310507,"宋康昊,边希峰,朴海日","剧情,动作,科幻,恐怖",韩国,1763134,https://movie.douban.com/subject/1763134/
金刚狼,2009-05-03,7.6,286592,"休·杰克曼,列维·施瑞博尔,丹尼·赫斯顿","动作,科幻","美国,英国",1792928,https://movie.douban.com/subject/1792928/
不要抬头,2021-12-10,7.6,275854,"莱昂纳多·迪卡普里奥,詹妮弗·劳伦斯,梅丽尔·斯特里普","喜剧,科幻",美国,34884712,https://movie.douban.com/subject/34884712/
从21世纪安全撤离,2024-08-02,7.6,132869,"张若昀,钟楚曦,宋洋","喜剧,科幻",中国大陆,26816104,https://movie.douban.com/subject/26816104/
机械姬,2014-12-16,7.6,228464,"艾丽西亚·维坎德,多姆纳尔·格里森,奥斯卡·伊萨克","科幻,悬疑,惊悚","英国,美国",4160540,https://movie.douban.com/subject/4160540/
云的彼端，约定的地方,2004-11-20,7.7,84077,"吉冈秀隆,萩原圣人,南里侑香","动画,剧情,科幻",日本,1381964,https://movie.douban.com/subject/1381964/
我的机器人女友,2009-07-28,7.6,168664,"绫濑遥,小出惠介,阿井莉沙","喜剧,动作,爱情,科幻",日本,1978369,https://movie.douban.com/subject/1978369/
有关时间旅行的热门问题,2009-04-24,7.8,48694,"克里斯·奥多德,马克·伍顿,迪恩·里侬斯·凯利","喜剧,科幻",英国,2046839,https://movie.douban.com/subject/2046839/
侏罗纪公园2：失落的世界,1997-08-07,7.6,160635,"杰夫·高布伦,朱丽安·摩尔,皮特·波斯尔思韦特","动作,冒险,科幻,惊悚",美国,1293702,https://movie.douban.com/subject/1293702/
机器战警,1987-07-17,7.8,47401,"彼得·威勒,南茜·艾伦,丹·奥赫里奇","动作,犯罪,剧情,科幻,惊悚",美国,1294791,https://movie.douban.com/subject/1294791/
保罗,2011-02-14,7.7,71988,"西蒙·佩吉,尼克·弗罗斯特,塞斯·罗根","喜剧,科幻,冒险","美国,英国",2999913,https://movie.douban.com/subject/2999913/
科学怪狗,2012-10-05,7.7,64471,"马丁·肖特,凯瑟琳·欧哈拉,马丁·兰道","喜剧,科幻,动画,恐怖",美国,2336783,https://movie.douban.com/subject/2336783/
超体,2014-10-24,7.5,595650,"斯嘉丽·约翰逊,摩根·弗里曼,崔岷植","动作,科幻","法国,德国,中国台湾,加拿大,美国,英国",24404677,https://movie.douban.com/subject/24404677/
失控玩家,2021-08-27,7.5,724116,"瑞安·雷诺兹,朱迪·科默,乔·基瑞","喜剧,动作,科幻","美国,加拿大",30337388,https://movie.douban.com/subject/30337388/
阿丽塔：战斗天使,2019-02-22,7.5,619116,"罗莎·萨拉查,克里斯托弗·瓦尔兹,基恩·约翰逊","动作,科幻,冒险","美国,日本,加拿大",1652592,https://movie.douban.com/subject/1652592/
复仇者联盟2：奥创纪元,2015-05-12,7.5,518629,"小罗伯特·唐尼,克里斯·埃文斯,克里斯·海姆斯沃斯","动作,科幻,奇幻,冒险",美国,10741834,https://movie.douban.com/subject/10741834/
铁血战士,1987-06-12,7.8,41572,"阿诺·施瓦辛格,卡尔·韦瑟斯,艾尔皮迪娅·卡里洛","动作,冒险,科幻,惊悚",美国,1298976,https://movie.douban.com/subject/1298976/
死亡飞车,2008-08-22,7.6,103142,"杰森·斯坦森,娜塔丽·马丁内斯,伊恩·麦柯肖恩","动作,科幻,惊悚","美国,德国,英国",2132412,https://movie.douban.com/subject/2132412/
天才眼镜狗,2014-03-28,7.6,100867,"泰·布利尔,麦克斯·查尔斯,罗莉·弗雷泽","喜剧,科幻,动画,冒险",美国,3101548,https://movie.douban.com/subject/3101548/
未来水世界,1995-07-28,7.6,89034,"凯文·科斯特纳,珍妮·特里普里霍恩,蒂娜·米乔里诺","动作,冒险,科幻,惊悚",美国,1294037,https://movie.douban.com/subject/1294037/
别让我走,2010-09-03,7.6,88549,"凯瑞·穆里根,安德鲁·加菲尔德,伊兹·米克尔-斯莫","剧情,爱情,科幻","英国,美国",3321409,https://movie.douban.com/subject/3321409/
人类之子,2006-09-03,7.6,88298,"克里夫·欧文,朱丽安·摩尔,迈克尔·凯恩","剧情,动作,科幻,惊悚","美国,英国,日本,墨西哥",1478064,https://movie.douban.com/subject/1478064/
异形：夺命舰,2024-08-16,7.5,243192,"卡莉·史派妮,戴维·荣松,阿奇·雷诺","科幻,惊悚,恐怖","美国,英国",35792500,https://movie.douban.com/subject/35792500/
生化危机3：灭绝,2007-09-21,7.5,229074,"米拉·乔沃维奇,奥德·菲尔,伊恩·格雷","动作,科幻,恐怖","美国,法国,澳大利亚,德国,英国",1482911,https://movie.douban.com/subject/1482911/
全面回忆,1990-06-01,7.8,37176,"阿诺·施瓦辛格,雷切尔·蒂科汀,莎朗·斯通","动作,冒险,科幻,惊悚",美国,1295870,https://movie.douban.com/subject/1295870/
霹雳贝贝,1988,7.7,28253,"张京,王莹,章萍","剧情,科幻,儿童",中国大陆,1440283,https://movie.douban.com/subject/1440283/
红线,2009-08-14,8.6,11546,"木村拓哉,苍井优,浅野忠信","动画,动作,科幻",日本,3903715,https://movie.douban.com/subject/3903715/
机器人9号,2009-09-09,7.6,75790,"伊利亚·伍德,詹妮弗·康纳利,约翰·C·赖利","科幻,动画",美国,1764796,https://movie.douban.com/subject/1764796/
妙想天开,1985-02-22,8.1,19780,"乔纳森·普雷斯,罗伯特·德尼罗,凯瑟琳·海蒙德","剧情,科幻","英国,美国",1293823,https://movie.douban.com/subject/1293823/
控方证人,1957-12-17,9.6,629648,"泰隆·鲍华,玛琳·黛德丽,查尔斯·劳顿","剧情,犯罪,悬疑,惊悚",美国,1296141,https://movie.douban.com/subject/1296141/
无间道,2003-09-05,9.3,1453961,"刘德华,梁朝伟,黄秋生","剧情,犯罪,惊悚",中国香港,1307914,https://movie.douban.com/subject/1307914/
蝙蝠侠：黑暗骑士,2008-07-14,9.2,1122470,"克里斯蒂安·贝尔,希斯·莱杰,艾伦·艾克哈特","剧情,动作,科幻,犯罪,惊悚","美国,英国",1851857,https://movie.douban.com/subject/1851857/
红辣椒,2006-09-02,9.1,514023,"林原惠美,江守彻,堀胜之祐","动画,悬疑,科幻,惊悚",日本,1865703,https://movie.douban.com/subject/1865703/
未麻的部屋,1997-08-05,9.1,381017,"岩男润子,松本梨香,辻亲八","剧情,犯罪,动画,悬疑,惊悚",日本,1395091,https://movie.douban.com/subject/1395091/
搏击俱乐部,1999-09-10,9.0,900667,"爱德华·诺顿,布拉德·皮特,海伦娜·伯翰·卡特","剧情,动作,悬疑,惊悚",美国,1292000,https://movie.douban.com/subject/1292000/
惊魂记,1960-06-16,9.0,323565,"安东尼·博金斯,维拉·迈尔斯,约翰·加文","悬疑,惊悚,恐怖",美国,1293181,https://movie.douban.com/subject/1293181/
黑镜：圣诞特别篇,2014-12-16,9.1,129209,"乔恩·哈姆,拉菲·斯波,奥娜·卓别林","剧情,科幻,惊悚",英国,25964630,https://movie.douban.com/subject/25964630/
禁闭岛,2010-02-13,8.9,1040429,"莱昂纳多·迪卡普里奥,马克·鲁弗洛,本·金斯利","剧情,悬疑,惊悚",美国,2334904,https://movie.douban.com/subject/2334904/
蝴蝶效应,2004-01-23,8.9,996189,"阿什顿·库彻,梅洛拉·沃尔特斯,艾米·斯马特","剧情,悬疑,科幻,惊悚","美国,加拿大",1292343,https://movie.douban.com/subject/1292343/
沉默的羔羊,1991-02-14,8.9,948660,"朱迪·福斯特,安东尼·霍普金斯,斯科特·格伦","剧情,犯罪,惊悚",美国,1293544,https://movie.douban.com/subject/1293544/
致命魔术,2006-10-17,8.9,909412,"休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩","剧情,悬疑,惊悚","英国,美国",1780330,https://movie.douban.com/subject/1780330/
致命ID,2003-04-25,8.9,882309,"约翰·库萨克,雷·利奥塔,阿曼达·皮特","剧情,悬疑,惊悚",美国,1297192,https://movie.douban.com/subject/1297192/
杀人回忆,2003-05-02,8.9,771199,"宋康昊,金相庆,金雷夏","剧情,动作,犯罪,悬疑,惊悚",韩国,1300299,https://movie.douban.com/subject/1300299/
蝙蝠侠：黑暗骑士崛起,2012-08-27,8.9,765073,"克里斯蒂安·贝尔,汤姆·哈迪,安妮·海瑟薇","剧情,动作,科幻,犯罪,惊悚","美国,英国",3395373,https://movie.douban.com/subject/3395373/
第六感,1999-08-06,8.9,592706,"布鲁斯·威利斯,海利·乔·奥斯蒙,托妮·科莱特","剧情,悬疑,惊悚",美国,1297630,https://movie.douban.com/subject/1297630/
2001太空漫游,1968-04-02,8.9,360530,"凯尔·杜拉,加里·洛克伍德,威廉姆·西尔维斯特","科幻,惊悚,冒险","英国,美国",1292226,https://movie.douban.com/subject/1292226/
末路狂花,1991-05-24,8.9,294946,"吉娜·戴维斯,苏珊·萨兰登,哈威·凯特尔","犯罪,剧情,惊悚","美国,英国,法国",1291992,https://movie.douban.com/subject/1291992/
看不见的客人,2017-09-15,8.8,1351059,"马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多","剧情,犯罪,悬疑,惊悚",西班牙,26580232,https://movie.douban.com/subject/26580232/
七宗罪,1995-09-22,8.8,992007,"摩根·弗里曼,布拉德·皮特,凯文·史派西","剧情,犯罪,悬疑,惊悚",美国,1292223,https://movie.douban.com/subject/1292223/
无间道2,2003-10-17,8.8,520360,"陈冠希,余文乐,曾志伟","剧情,犯罪,惊悚",中国香港,1307106,https://movie.douban.com/subject/1307106/
追随,1998-04-24,8.9,192537,"杰里米·西奥伯德,亚历克斯·霍,露西·拉塞尔","犯罪,悬疑,惊悚",英国,1397546,https://movie.douban.com/subject/1397546/
洞,1960-03-18,9.2,56216,"马克·米歇尔,吉恩·凯乐蒂,菲利普·勒鲁瓦","犯罪,剧情,惊悚","法国,意大利",1424334,https://movie.douban.com/subject/1424334/
谍影重重3,2007-11-15,8.8,441779,"马特·达蒙,朱丽娅·斯蒂尔斯,大卫·斯特雷泽恩","动作,悬疑,惊悚","美国,德国,法国,英国",1578507,https://movie.douban.com/subject/1578507/
电话谋杀案,1954-05-29,8.9,142656,"雷·米兰德,格蕾丝·凯利,罗伯特·卡明斯","犯罪,悬疑,惊悚",美国,1301231,https://movie.douban.com/subject/1301231/
千钧一发,1997-10-24,8.8,322657,"伊桑·霍克,乌玛·瑟曼,裘德·洛","剧情,科幻,惊悚",美国,1300117,https://movie.douban.com/subject/1300117/
小丑,2019-08-31,8.7,1065038,"华金·菲尼克斯,罗伯特·德尼罗,马克·马龙","剧情,犯罪,惊悚","美国,加拿大",27119724,https://movie.douban.com/subject/27119724/
消失的爱人,2014-09-26,8.7,1013285,"本·阿弗莱克,裴淳华,尼尔·帕特里克·哈里斯","剧情,犯罪,悬疑,惊悚",美国,21318488,https://movie.douban.com/subject/21318488/
记忆碎片,2000-09-05,8.7,634820,"盖·皮尔斯,凯瑞-安·莫斯,乔·潘托里亚诺","犯罪,剧情,悬疑,惊悚",美国,1304447,https://movie.douban.com/subject/1304447/
电锯惊魂,2004-01-19,8.7,570391,"雷·沃纳尔,加利·艾尔维斯,丹尼·格洛弗","悬疑,惊悚,恐怖",美国,1417598,https://movie.douban.com/subject/1417598/
洛城机密,1997-09-19,8.8,157995,"凯文·史派西,罗素·克劳,盖·皮尔斯","剧情,犯罪,悬疑,惊悚",美国,1292348,https://movie.douban.com/subject/1292348/
血钻,2006-12-08,8.7,400423,"莱昂纳多·迪卡普里奥,杰曼·翰苏,詹妮弗·康纳利","剧情,惊悚,冒险","美国,德国,英国",1428175,https://movie.douban.com/subject/1428175/
谍影重重2,2004-11-14,8.7,373543,"马特·达蒙,布莱恩·考克斯,琼·艾伦","动作,悬疑,惊悚","美国,德国",1308767,https://movie.douban.com/subject/1308767/
浪潮,2008-03-13,8.7,283937,"于尔根·福格尔,弗雷德里克·劳,马克思·雷迈特","剧情,惊悚",德国,2297265,https://movie.douban.com/subject/2297265/
后窗,1954-08-01,8.7,216289,"詹姆斯·斯图尔特,格蕾丝·凯利,温戴尔·柯瑞","悬疑,惊悚",美国,1299080,https://movie.douban.com/subject/1299080/
釜山行,2016-05-13,8.6,1268617,"孔刘,郑裕美,马东锡","动作,惊悚,灾难",韩国,25986180,https://movie.douban.com/subject/25986180/
黑天鹅,2010-09-01,8.6,811202,"娜塔莉·波特曼,米拉·库尼斯,文森特·卡塞尔","剧情,惊悚",美国,1978709,https://movie.douban.com/subject/1978709/
用心棒,1961-04-25,9.0,56600,"三船敏郎,仲代达矢,司叶子","剧情,动作,惊悚",日本,1292515,https://movie.douban.com/subject/1292515/
彗星来的那一夜,2013-09-19,8.6,629751,"艾米丽·芭尔多尼,莫瑞·史特林,尼古拉斯·布兰登","科幻,悬疑,惊悚","美国,英国",25807345,https://movie.douban.com/subject/25807345/
谍影重重,2002-11-21,8.6,454334,"马特·达蒙,弗朗卡·波滕特,克里斯·库珀","动作,悬疑,惊悚","美国,德国,捷克",1304102,https://movie.douban.com/subject/1304102/
回忆三部曲,1995-12-23,8.9,68790,"矶部勉,山寺宏一,高岛雅罗","动画,奇幻,科幻,惊悚",日本,1307897,https://movie.douban.com/subject/1307897/
蝙蝠侠：侠影之谜,2005-06-29,8.6,433214,"克里斯蒂安·贝尔,迈克尔·凯恩,连姆·尼森","剧情,动作,科幻,犯罪,惊悚","美国,英国",1309069,https://movie.douban.com/subject/1309069/
迷魂记,1958-05-09,8.7,148304,"詹姆斯·斯图尔特,金·诺瓦克,芭芭拉·贝尔·戈迪斯","爱情,悬疑,惊悚",美国,1297294,https://movie.douban.com/subject/1297294/
金福南杀人事件始末,2010-09-02,8.6,281665,"徐英姬,池成媛,朴政学","剧情,犯罪,惊悚",韩国,4826419,https://movie.douban.com/subject/4826419/
银翼杀手,1982-06-25,8.6,280465,"哈里森·福特,鲁格·豪尔,肖恩·杨","科幻,惊悚",美国,1291839,https://movie.douban.com/subject/1291839/
非常嫌疑犯,1995-01-25,8.6,269783,"史蒂芬·鲍德温,加布里埃尔·伯恩,本尼西奥·德尔·托罗","犯罪,悬疑,惊悚","德国,美国",1292214,https://movie.douban.com/subject/1292214/
亚当斯一家的价值观,1993-11-19,8.8,75019,"克里斯蒂娜·里奇,琼·库萨克,劳尔·胡里亚","喜剧,家庭,奇幻,惊悚",美国,1299900,https://movie.douban.com/subject/1299900/
恐怖游轮,2009-10-16,8.5,924550,"梅利莎·乔治,利亚姆·海姆斯沃斯,迈克尔·多曼","剧情,悬疑,惊悚","英国,澳大利亚",3011051,https://movie.douban.com/subject/3011051/
源代码,2011-08-30,8.5,877044,"杰克·吉伦哈尔,维拉·法米加,米歇尔·莫纳汉","科幻,悬疑,惊悚","美国,加拿大",3075287,https://movie.douban.com/subject/3075287/
神探,2008-02-22,8.5,324765,"刘青云,安志杰,林家栋","动作,犯罪,悬疑,惊悚",中国香港,2027938,https://movie.douban.com/subject/2027938/
网络谜踪,2018-12-14,8.5,542783,"约翰·赵,米切尔·拉,黛博拉·梅辛","剧情,犯罪,悬疑,惊悚","美国,俄罗斯",27615441,https://movie.douban.com/subject/27615441/
变脸,1997-06-27,8.5,391712,"约翰·特拉沃尔塔,尼古拉斯·凯奇,琼·艾伦","动作,科幻,犯罪,惊悚",美国,1292659,https://movie.douban.com/subject/1292659/
精英部队2：大敌当前,2011-11-25,8.7,88932,"瓦格纳·马拉,安德烈·拉米罗,米尔黑·考塔兹","剧情,动作,犯罪,惊悚",巴西,4304402,https://movie.douban.com/subject/4304402/
